control,shipmonth,weight,wgtadj,status,region,titled,sections,price,sqft,bedrooms,location,foundation,secured,jstatus,jprice,jsqft,jbedroom,jtitle,jlocation,jfoundation,jsecured
17020817,201702,4.2727,1.1434,2,2,1,2,86000,1900,3,3,3,1,R,R,R,R,R,R,R,R
17020818,201702,4.2727,1.1434,2,2,1,2,120000,2300,3,3,3,1,R,R,R,R,R,R,R,R
17020819,201702,4.2727,1.1434,2,2,2,2,49000,1600,3,1,2,1,R,R,R,R,R,R,R,R
17020820,201702,4.2727,1.1434,2,2,1,2,77000,1900,3,3,3,1,R,R,R,R,R,R,R,R
17020821,201702,4.2727,1.1434,2,2,2,2,79000,2100,3,3,3,1,R,R,R,R,R,R,R,R
17020822,201702,4.2727,1.1434,2,2,2,2,76000,1300,3,1,3,1,R,R,R,R,R,R,R,R
17020823,201702,4.2727,1.1434,2,2,2,2,104000,1900,3,1,3,1,I,I,I,I,I,I,I,I
17020824,201702,4.2727,1.1434,2,2,2,2,100000,1800,3,1,3,1,I,I,I,I,I,I,I,I
17020825,201702,4.2727,1.1434,2,2,1,2,111000,2100,3,3,3,1,I,I,I,I,I,I,I,I
17020826,201702,4.2727,1.1434,2,2,2,2,62000,1400,3,1,1,9,R,R,R,R,R,R,R,R
17020827,201702,4.2727,1.1434,2,2,2,2,56000,1100,3,1,1,9,R,R,R,R,R,R,R,R
17020828,201702,4.2727,1.1434,2,2,1,2,93000,1600,3,1,1,9,I,I,I,I,I,I,I,I
17020829,201702,4.2727,1.1434,2,2,2,2,66000,1500,3,3,1,9,R,R,R,R,R,R,R,R
17020830,201702,24.0393,1.1434,1,3,9,2,83000,2000,3,9,9,9,R,R,R,R,9,9,9,9
17020831,201702,24.0393,1.1434,1,3,9,2,79000,1100,3,9,9,9,R,I,R,R,9,9,9,9
17020832,201702,24.0393,1.1434,1,3,9,2,93000,2500,3,9,9,9,R,R,R,R,9,9,9,9
17020833,201702,24.0393,1.1434,1,3,9,2,95000,2500,3,9,9,9,R,R,R,R,9,9,9,9
17020834,201702,24.0393,1.1434,1,3,9,2,79000,2100,1,9,9,9,R,R,R,R,9,9,9,9
17020835,201702,24.0393,1.1434,1,3,9,2,82000,2100,3,9,9,9,R,R,R,R,9,9,9,9
17020836,201702,7.5158000000000005,1.1434,1,3,9,2,111000,2100,3,9,9,9,I,I,I,I,9,9,9,9
17020837,201702,24.0393,1.1434,1,3,9,2,77000,1600,3,9,9,9,R,R,R,R,9,9,9,9
17020838,201702,24.0393,1.1434,1,3,9,2,69000,2100,3,9,9,9,R,R,R,R,9,9,9,9
17020839,201702,24.0393,1.1434,1,3,9,2,85000,1700,3,9,9,9,R,R,R,R,9,9,9,9
17020840,201702,24.0393,1.1434,1,3,9,2,100000,1800,3,9,9,9,I,I,I,I,9,9,9,9
17020841,201702,24.0393,1.1434,1,3,9,2,98000,1700,3,9,9,9,R,R,R,R,9,9,9,9
17020842,201702,24.0393,1.1434,1,3,9,2,86000,1300,3,9,9,9,I,I,I,I,9,9,9,9
17020843,201702,24.0393,1.1434,1,3,9,2,80000,1800,3,9,9,9,R,R,R,R,9,9,9,9
17020844,201702,24.0393,1.1434,1,3,9,2,57000,1100,3,9,9,9,R,R,R,R,9,9,9,9
17020845,201702,24.0393,1.1434,1,3,9,2,78000,1900,3,9,9,9,R,R,R,R,9,9,9,9
17020846,201702,24.0393,1.1434,1,3,9,2,96000,1700,3,9,9,9,I,I,I,I,9,9,9,9
17020847,201702,24.0393,1.1434,1,3,9,2,45000,1100,3,9,9,9,R,R,R,R,9,9,9,9
17020848,201702,24.0393,1.1434,1,3,9,2,80000,1700,3,9,9,9,R,R,R,R,9,9,9,9
17020849,201702,24.0393,1.1434,1,3,9,2,60000,1800,3,9,9,9,R,R,R,R,9,9,9,9
17020850,201702,24.0393,1.1434,1,3,9,2,105000,2500,3,9,9,9,R,R,R,R,9,9,9,9
17020851,201702,24.0393,1.1434,1,3,9,2,64000,1700,1,9,9,9,R,R,R,R,9,9,9,9
17020852,201702,24.0393,1.1434,1,3,9,2,56000,1400,3,9,9,9,R,R,R,R,9,9,9,9
17020853,201702,24.0393,1.1434,1,3,9,2,104000,1900,3,9,9,9,R,I,R,R,9,9,9,9
17020854,201702,24.0393,1.1434,1,3,9,2,85000,1700,3,9,9,9,R,R,R,R,9,9,9,9
17020855,201702,24.0393,1.1434,1,3,9,2,58000,1600,3,9,9,9,R,R,R,R,9,9,9,9
17020856,201702,24.0393,1.1434,1,3,9,2,96000,2100,3,9,9,9,R,R,R,R,9,9,9,9
17020857,201702,24.0393,1.1434,1,3,9,2,70000,2000,3,9,9,9,R,R,R,R,9,9,9,9
17020858,201702,24.0393,1.1434,1,3,9,2,72000,1600,3,9,9,9,R,R,R,R,9,9,9,9
17020859,201702,24.0393,1.1434,1,3,9,2,141300,2100,3,9,9,9,R,R,R,R,9,9,9,9
17020860,201702,24.0393,1.1434,1,3,9,2,67000,1600,3,9,9,9,R,R,R,R,9,9,9,9
17020861,201702,24.0393,1.1434,1,3,9,2,98000,1300,3,9,9,9,R,R,R,R,9,9,9,9
17020862,201702,24.0393,1.1434,1,3,9,2,111000,2100,3,9,9,9,I,I,I,I,9,9,9,9
17020863,201702,24.0393,1.1434,2,3,2,2,64000,2000,3,3,3,1,R,R,R,R,R,R,R,R
17020864,201702,24.0393,1.1434,2,3,1,2,55000,1600,3,3,3,1,R,R,R,R,R,R,R,R
17020865,201702,24.0393,1.1434,2,3,2,2,64000,1700,3,3,3,1,R,R,R,R,R,R,R,R
17020866,201702,24.0393,1.1434,2,3,1,2,81000,2100,3,3,3,1,R,R,R,R,R,R,R,R
17020867,201702,24.0393,1.1434,2,3,2,2,90000,1800,3,3,3,1,R,R,R,R,R,R,R,R
17020868,201702,24.0393,1.1434,2,3,2,2,82000,2500,3,3,3,1,R,R,R,R,R,R,R,R
17020869,201702,24.0393,1.1434,2,3,2,2,70000,2100,3,3,3,1,R,R,R,R,R,R,R,R
17020870,201702,24.0393,1.1434,2,3,2,2,100000,1800,3,1,3,1,I,I,I,I,I,I,I,I
17020871,201702,3.6167000000000002,1.1434,2,3,2,2,72000,1100,3,3,3,1,R,R,R,R,R,R,R,R
17020872,201702,24.0393,1.1434,2,3,1,2,111000,2100,3,3,3,1,I,I,I,I,I,I,I,I
17020873,201702,24.0393,1.1434,2,3,2,2,91000,2100,3,3,3,1,R,R,R,R,R,R,R,R
17020874,201702,24.0393,1.1434,2,3,2,2,111000,2100,3,3,3,1,I,I,I,I,I,I,I,I
17020875,201702,24.0393,1.1434,2,3,1,2,99000,1500,3,3,3,1,R,R,R,R,R,R,R,R
17020876,201702,24.0393,1.1434,2,3,1,2,111000,2100,3,3,3,1,I,I,I,I,I,I,I,I
17020877,201702,24.0393,1.1434,2,3,2,2,115000,1300,1,1,3,1,R,R,R,R,R,R,R,R
17020878,201702,24.0393,1.1434,2,3,1,2,110000,1700,1,1,3,1,R,R,R,R,R,R,R,R
17020879,201702,24.0393,1.1434,2,3,1,2,108000,2000,3,3,3,1,R,I,R,R,I,I,I,I
17020880,201702,24.0393,1.1434,2,3,2,2,69000,1600,3,3,3,1,R,R,R,R,R,R,R,R
17020881,201702,24.0393,1.1434,2,3,2,2,9,1500,1,1,3,1,R,9,R,R,R,R,R,R
17020882,201702,24.0393,1.1434,2,3,1,2,110000,2100,3,3,3,1,R,I,R,R,R,R,R,R
17020883,201702,4.2727,1.1434,2,3,2,2,116000,1900,3,3,3,1,R,R,R,R,R,R,R,R
17020884,201702,24.0393,1.1434,2,3,2,2,111000,2100,3,3,3,1,I,I,I,I,I,I,I,I
17020885,201702,24.0393,1.1434,2,3,2,2,67000,1500,3,3,3,1,R,R,R,R,R,R,R,R
17020886,201702,24.0393,1.1434,2,3,2,2,96000,1700,3,3,3,1,I,I,I,I,I,I,I,I
17020887,201702,24.0393,1.1434,2,3,2,2,45000,1300,3,3,3,1,R,R,R,R,R,R,R,R
17020888,201702,24.0393,1.1434,2,3,2,2,84000,2500,3,3,3,1,R,R,R,R,R,R,R,R
17020889,201702,24.0393,1.1434,2,3,2,2,70000,1600,3,3,3,1,R,R,R,R,R,R,R,R
17020890,201702,24.0393,1.1434,2,3,2,2,45000,1300,3,3,3,1,R,R,R,R,R,R,R,R
17020891,201702,24.0393,1.1434,2,3,2,2,68000,2100,3,3,3,1,R,R,R,R,R,R,R,R
17020892,201702,24.0393,1.1434,2,3,2,2,96000,1700,3,3,3,1,I,I,I,I,I,I,I,I
17020893,201702,24.0393,1.1434,2,3,2,2,120000,2100,3,3,3,1,R,R,R,R,R,R,R,R
17020894,201702,24.0393,1.1434,2,3,2,2,85000,1500,3,1,3,1,R,R,R,R,R,R,R,R
17020895,201702,24.0393,1.1434,2,3,3,2,86000,1700,3,3,3,1,R,R,R,R,R,R,R,R
17020896,201702,24.0393,1.1434,2,3,2,2,90000,1900,3,3,3,1,R,R,R,R,R,R,R,R
17020897,201702,24.0393,1.1434,2,3,2,2,79000,1700,3,3,2,1,R,R,R,R,R,R,R,R
17020898,201702,24.0393,1.1434,2,3,1,2,86000,2100,3,3,3,1,R,R,R,R,R,R,R,R
17020899,201702,24.0393,1.1434,2,3,2,2,98000,2500,3,1,3,1,R,R,R,R,R,R,R,R
17020900,201702,24.0393,1.1434,2,3,2,2,58000,1300,3,3,3,1,R,R,R,R,R,R,R,R
17020901,201702,24.0393,1.1434,2,3,1,2,93000,1600,3,3,3,1,I,I,I,I,I,I,I,I
17020902,201702,24.0393,1.1434,2,3,2,2,96000,1700,1,3,2,1,I,I,I,I,I,I,I,I
17020903,201702,24.0393,1.1434,2,3,1,2,45000,1100,3,3,3,1,R,R,R,R,R,R,R,R
17020904,201702,24.0393,1.1434,2,3,2,2,101000,2000,3,3,3,1,R,R,R,R,R,R,R,R
17020905,201702,24.0393,1.1434,2,3,2,2,90000,1900,3,3,3,1,R,R,R,R,R,R,R,R
17020906,201702,24.0393,1.1434,2,3,2,2,82000,1100,3,3,3,1,I,I,I,I,I,I,I,I
17020907,201702,24.0393,1.1434,2,3,2,2,141300,2500,3,3,3,1,I,I,I,I,I,I,I,I
17020908,201702,24.0393,1.1434,2,3,2,2,104000,1900,3,3,3,1,I,I,I,I,I,I,I,I
17020909,201702,24.0393,1.1434,2,3,2,2,104000,1900,3,3,3,1,I,I,I,I,I,I,I,I
17020910,201702,24.0393,1.1434,2,3,2,2,96000,1700,3,3,3,1,R,I,I,I,R,R,I,I
17020911,201702,24.0393,1.1434,2,3,2,2,104000,1900,3,3,3,1,R,I,I,I,I,I,I,I
17020912,201702,24.0393,1.1434,2,3,3,2,111000,2100,3,3,3,1,I,I,I,I,I,I,I,I
17020913,201702,24.0393,1.1434,2,3,2,2,141300,1800,3,3,3,1,R,R,R,R,R,R,R,R
17020914,201702,24.0393,1.1434,2,3,2,2,90000,2100,3,1,1,9,R,R,R,R,R,R,R,R
17020915,201702,24.0393,1.1434,2,3,1,2,89000,1900,3,3,1,9,R,R,R,R,R,R,R,R
17020916,201702,24.0393,1.1434,3,5,9,2,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17020917,201702,24.0393,1.1434,3,5,9,2,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17020918,201702,24.0393,1.1434,3,5,9,2,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17020919,201702,7.5158000000000005,1.1434,1,4,9,2,127000,2100,3,9,9,9,R,R,R,R,9,9,9,9
17020920,201702,7.5158000000000005,1.1434,1,4,9,2,116000,2500,3,9,9,9,I,I,I,I,9,9,9,9
17020921,201702,7.5158000000000005,1.1434,1,4,9,2,76000,1300,3,9,9,9,R,R,R,R,9,9,9,9
17020922,201702,7.5158000000000005,1.1434,1,4,9,2,100000,2100,3,9,9,9,R,R,R,R,9,9,9,9
17020923,201702,7.5158000000000005,1.1434,1,4,9,2,107000,2000,3,9,9,9,R,I,R,R,9,9,9,9
17020924,201702,7.5158000000000005,1.1434,1,4,9,2,86000,1600,3,9,9,9,R,R,R,R,9,9,9,9
17020925,201702,7.5158000000000005,1.1434,1,4,9,2,77000,1300,1,9,9,9,R,R,R,R,9,9,9,9
17020926,201702,7.5158000000000005,1.1434,1,4,9,2,111000,2100,3,9,9,9,I,I,I,I,9,9,9,9
17020927,201702,7.5158000000000005,1.1434,1,4,9,2,93000,1600,3,9,9,9,R,I,R,R,9,9,9,9
17020928,201702,7.5158000000000005,1.1434,1,4,9,2,90000,1200,1,9,9,9,R,R,R,R,9,9,9,9
17020929,201702,7.5158000000000005,1.1434,1,4,9,2,120000,1500,3,9,9,9,R,R,R,R,9,9,9,9
17020930,201702,7.5158000000000005,1.1434,1,4,9,2,110000,2100,3,9,9,9,R,R,R,R,9,9,9,9
17020931,201702,7.5158000000000005,1.1434,1,4,9,2,145000,2100,3,9,9,9,R,R,R,R,9,9,9,9
17020932,201702,7.5158000000000005,1.1434,1,4,9,2,100000,1800,3,9,9,9,I,I,I,I,9,9,9,9
17020933,201702,7.5158000000000005,1.1434,1,4,9,2,110000,1500,1,9,9,9,R,R,R,R,9,9,9,9
17020934,201702,7.5158000000000005,1.1434,1,4,9,2,116000,2500,3,9,9,9,R,R,R,R,9,9,9,9
17020935,201702,7.5158000000000005,1.1434,1,4,9,2,87000,1400,1,9,9,9,I,I,I,I,9,9,9,9
17020936,201702,7.5158000000000005,1.1434,1,4,9,2,175000,1800,3,9,9,9,R,R,R,R,9,9,9,9
17020937,201702,7.5158000000000005,1.1434,1,4,9,2,93000,1600,3,9,9,9,R,I,I,I,9,9,9,9
17020938,201702,7.5158000000000005,1.1434,1,4,9,2,80000,1600,3,9,9,9,R,R,R,R,9,9,9,9
17020939,201702,7.5158000000000005,1.1434,1,4,9,2,98000,2100,3,9,9,9,R,R,R,R,9,9,9,9
17020940,201702,7.5158000000000005,1.1434,1,4,9,2,63000,1500,3,9,9,9,R,R,R,R,9,9,9,9
17020941,201702,7.5158000000000005,1.1434,1,4,9,2,83000,1200,3,9,9,9,R,I,R,R,9,9,9,9
17020942,201702,7.5158000000000005,1.1434,1,4,9,2,84000,1300,3,9,9,9,I,I,I,I,9,9,9,9
17020943,201702,7.5158000000000005,1.1434,2,4,2,2,84000,1900,3,3,3,1,R,R,R,R,R,R,I,I
17020944,201702,7.5158000000000005,1.1434,2,4,1,2,91000,1500,3,3,2,1,I,I,I,I,I,I,I,I
17020945,201702,7.5158000000000005,1.1434,2,4,2,2,100000,1200,3,1,3,1,R,R,R,R,R,R,R,R
17020946,201702,7.5158000000000005,1.1434,2,4,2,2,53600,1200,1,3,2,1,R,R,R,R,R,R,R,R
17020947,201702,7.5158000000000005,1.1434,2,4,3,2,73000,900,1,3,2,1,R,R,R,R,R,R,R,R
17020948,201702,7.5158000000000005,1.1434,2,4,2,2,129000,1600,1,1,3,1,R,R,R,R,R,R,R,R
17020949,201702,7.5158000000000005,1.1434,2,4,2,2,127000,1400,1,1,2,1,R,R,R,R,R,R,R,R
17020950,201702,7.5158000000000005,1.1434,2,4,2,2,81000,1500,1,3,2,1,R,R,R,R,R,R,R,R
17020951,201702,7.5158000000000005,1.1434,2,4,2,2,269100,1600,3,1,2,1,R,R,R,R,R,R,R,R
17020952,201702,7.5158000000000005,1.1434,2,4,2,2,160000,1600,1,1,2,3,R,R,R,R,R,R,R,R
17020953,201702,7.5158000000000005,1.1434,2,4,2,2,165000,1300,3,1,3,1,R,R,R,R,R,R,R,R
17020954,201702,7.5158000000000005,1.1434,2,4,2,2,269100,1700,3,1,2,1,R,R,R,R,R,R,R,R
17020955,201702,7.5158000000000005,1.1434,2,4,1,2,150000,1600,1,1,2,1,R,R,R,R,R,R,R,R
17020956,201702,7.5158000000000005,1.1434,2,4,2,2,132000,1300,3,1,2,1,R,R,R,R,R,R,R,R
17020957,201702,7.5158000000000005,1.1434,2,4,1,2,84000,1500,3,1,2,1,R,R,R,R,R,R,R,R
17020958,201702,7.5158000000000005,1.1434,2,4,2,2,86000,1300,3,1,2,1,I,I,I,I,I,I,I,I
17020959,201702,7.5158000000000005,1.1434,2,4,3,2,189000,1300,1,1,3,1,R,R,R,R,R,R,R,R
17020960,201702,7.5158000000000005,1.1434,2,4,2,2,269100,1700,3,1,2,1,R,R,R,R,R,R,R,R
17020961,201702,7.5158000000000005,1.1434,2,4,3,2,151000,1600,3,1,2,1,R,R,R,R,R,R,R,R
17020962,201702,7.5158000000000005,1.1434,2,4,2,2,95000,1500,1,1,2,1,R,R,R,R,R,R,R,R
17020963,201702,7.5158000000000005,1.1434,2,4,2,2,129000,2500,3,1,2,1,I,I,I,I,I,I,I,I
17020964,201702,7.5158000000000005,1.1434,2,4,2,2,269100,1700,3,1,2,1,R,R,R,R,R,R,R,R
17020965,201702,7.5158000000000005,1.1434,2,4,1,2,197000,2500,3,1,2,1,R,R,R,R,R,R,R,R
17020966,201702,7.5158000000000005,1.1434,2,4,2,2,93000,1600,3,3,3,1,I,I,I,I,I,I,I,I
17020967,201702,7.5158000000000005,1.1434,2,4,2,2,92000,2100,3,1,3,1,R,R,R,R,R,R,R,R
17020968,201702,7.5158000000000005,1.1434,2,4,1,2,103000,1800,1,3,3,1,R,R,R,R,R,R,R,R
17020969,201702,7.5158000000000005,1.1434,2,4,2,2,53600,1200,3,3,3,1,R,R,R,R,R,R,R,R
17020970,201702,7.5158000000000005,1.1434,2,4,1,2,90000,1500,1,3,3,1,I,I,I,I,I,I,I,I
17020971,201702,7.5158000000000005,1.1434,2,4,2,2,115000,2500,1,3,3,1,I,I,I,I,I,I,I,I
17020972,201702,7.5158000000000005,1.1434,2,4,2,2,89000,1500,1,3,3,1,I,I,I,I,I,I,I,I
17020973,201702,7.5158000000000005,1.1434,2,4,3,2,138000,1600,3,3,1,9,R,R,R,R,R,R,R,R
17020974,201702,7.5158000000000005,1.1434,2,4,1,2,53600,1300,3,3,1,9,R,R,R,R,R,R,R,R
17020975,201702,7.5158000000000005,1.1434,2,4,1,2,120000,1300,3,3,1,9,R,R,R,R,R,R,R,R
17020976,201702,7.5158000000000005,1.1434,2,4,1,2,114000,2500,3,1,1,9,I,I,I,I,I,I,I,I
17020977,201702,7.5158000000000005,1.1434,2,4,2,2,176000,2500,1,3,1,9,R,R,R,R,R,R,R,R
17020978,201702,7.5158000000000005,1.1434,2,4,1,2,92000,1700,3,3,1,9,R,R,R,R,R,R,R,R
17020979,201702,7.5158000000000005,1.1434,2,4,1,2,84000,1100,3,3,1,9,R,R,R,R,R,R,R,R
17020980,201702,7.5158000000000005,1.1434,2,4,2,2,81000,1300,3,1,1,9,R,R,R,R,R,R,R,R
17020981,201702,7.5158000000000005,1.1434,2,4,2,2,131000,1700,1,3,1,9,R,R,R,R,R,R,R,R
17020982,201702,7.5158000000000005,1.1434,2,4,2,2,77000,1100,3,3,1,9,I,I,I,I,I,I,I,I
17020983,201702,7.5158000000000005,1.1434,2,4,1,2,93000,1600,3,3,1,9,I,I,I,I,I,I,I,I
17020984,201702,7.5158000000000005,1.1434,2,4,1,2,75000,1500,3,3,1,9,R,R,R,R,R,R,R,R
17020985,201702,7.5158000000000005,1.1434,2,4,1,2,108000,2100,3,3,1,9,I,I,I,I,I,I,I,I
17020986,201702,7.5158000000000005,1.1434,2,4,1,2,127000,1800,3,3,1,9,R,R,R,R,R,R,R,R
17020987,201702,7.5158000000000005,1.1434,2,4,3,2,98000,1700,3,3,1,9,I,I,I,I,I,I,I,I
17020988,201702,7.5158000000000005,1.1434,2,4,1,2,90000,2100,3,1,1,9,R,R,R,R,R,R,R,R
17020989,201702,7.5158000000000005,1.1434,3,5,9,2,9,9,9,9,9,9,I,9,9,9,9,9,9,9
17020990,201702,7.5158000000000005,1.1434,3,5,9,2,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17020991,201702,16.0262,1.1434,2,5,2,3,190000,3300,3,3,1,9,R,R,R,R,R,R,R,R
17020992,201702,5.0105,1.1434,1,5,9,3,158000,2300,3,9,9,9,R,R,R,R,9,9,9,9
17020993,201702,5.0105,1.1434,1,5,9,3,84000,1300,1,9,9,9,I,I,I,I,9,9,9,9
17020994,201702,5.0105,1.1434,2,5,2,3,94000,1600,1,3,3,1,I,I,I,I,I,I,I,I
17020995,201702,5.0105,1.1434,2,5,3,3,95000,1600,3,1,3,1,I,I,I,I,I,I,I,I
17020996,201702,5.0105,1.1434,2,5,1,3,179000,2700,3,3,3,1,R,R,R,R,R,R,R,R
17020997,201702,5.0105,1.1434,2,5,2,3,119000,2400,3,3,1,9,R,I,R,R,I,R,R,R
17020998,201702,5.0105,1.1434,2,5,3,3,84000,1300,3,3,1,9,I,I,I,I,I,I,I,I
17020999,201702,5.0105,1.1434,2,5,1,3,115000,2200,3,3,1,9,R,R,R,R,R,R,R,R
17021000,201702,5.0105,1.1434,2,5,3,3,213000,2800,3,3,1,9,R,R,R,R,I,R,R,R
17021001,201702,3.7579000000000002,1.1434,1,5,9,3,119000,2400,3,9,9,9,I,I,I,I,9,9,9,9
17030001,201703,10.3,0.9864,1,1,9,1,47000,1000,1,9,9,9,I,I,I,I,9,9,9,9
17030002,201703,10.3,0.9864,1,1,9,1,60000,1200,3,9,9,9,R,R,R,R,9,9,9,9
17030003,201703,10.3,0.9864,1,1,9,1,52000,600,1,9,9,9,R,R,R,R,9,9,9,9
17030004,201703,10.3,0.9864,1,1,9,1,42000,900,1,9,9,9,R,R,R,R,9,9,9,9
17030005,201703,10.3,0.9864,1,1,9,1,59000,1200,3,9,9,9,R,R,R,R,9,9,9,9
17030006,201703,10.3,0.9864,2,1,2,1,101600,1200,1,3,3,1,R,R,R,R,R,R,R,R
17030007,201703,10.3,0.9864,2,1,2,1,43000,800,1,1,2,1,R,I,R,R,R,R,R,R
17030008,201703,10.3,0.9864,2,1,2,1,51000,1000,1,3,2,1,R,R,R,R,R,R,R,R
17030009,201703,10.3,0.9864,2,1,2,1,46000,900,1,1,3,1,I,I,I,I,I,I,I,I
17030010,201703,10.3,0.9864,2,1,2,1,47000,1000,3,3,3,1,R,R,R,R,R,R,R,R
17030011,201703,10.3,0.9864,2,1,1,1,9,800,1,1,3,1,R,9,R,R,R,R,R,R
17030012,201703,10.3,0.9864,2,1,2,1,70000,1200,3,3,3,1,R,R,R,R,R,R,R,R
17030013,201703,10.3,0.9864,2,1,1,1,56000,1200,3,1,3,1,R,R,R,R,R,R,R,R
17030014,201703,10.3,0.9864,2,1,2,1,48000,1000,3,1,3,1,I,I,I,I,I,I,I,I
17030015,201703,10.3,0.9864,2,1,3,1,9,800,1,1,3,1,R,9,R,R,R,R,R,R
17030016,201703,10.3,0.9864,2,1,1,1,43000,800,1,1,1,9,I,I,I,I,I,I,I,I
17030017,201703,10.3,0.9864,2,1,1,1,55000,800,1,1,1,9,R,R,R,R,R,R,R,R
17030018,201703,10.3,0.9864,2,1,1,1,50000,1100,3,1,1,9,I,I,I,I,I,I,I,I
17030019,201703,10.3,0.9864,2,1,2,1,54000,1100,3,1,1,9,R,R,R,R,R,R,R,R
17030020,201703,10.3,0.9864,2,1,2,1,43000,800,1,1,1,9,I,I,I,I,I,I,I,I
17030021,201703,10.3,0.9864,2,1,3,1,44000,800,3,1,1,9,I,I,I,I,I,I,I,I
17030022,201703,10.3,0.9864,2,1,2,1,101600,800,3,1,1,9,R,R,R,R,R,R,R,R
17030023,201703,10.3,0.9864,1,2,9,1,54000,1200,3,9,9,9,I,I,I,I,9,9,9,9
17030024,201703,11.7818,0.9864,1,2,9,1,50000,1100,3,9,9,9,I,I,I,I,9,9,9,9
17030025,201703,11.7818,0.9864,1,2,9,1,50000,1200,3,9,9,9,R,R,R,R,9,9,9,9
17030026,201703,11.7818,0.9864,1,2,9,1,51000,1100,3,9,9,9,I,I,I,I,9,9,9,9
17030027,201703,11.7818,0.9864,1,2,9,1,55000,1300,3,9,9,9,R,I,I,I,9,9,9,9
17030028,201703,11.7818,0.9864,1,2,9,1,54000,1200,3,9,9,9,R,I,I,I,9,9,9,9
17030029,201703,11.7818,0.9864,1,2,9,1,54000,1200,3,9,9,9,R,I,I,I,9,9,9,9
17030030,201703,11.7818,0.9864,1,2,9,1,55000,1300,3,9,9,9,R,I,I,I,9,9,9,9
17030031,201703,11.7818,0.9864,1,2,9,1,35000,700,1,9,9,9,R,R,R,R,9,9,9,9
17030032,201703,11.7818,0.9864,1,2,9,1,28600,700,1,9,9,9,R,R,R,R,9,9,9,9
17030033,201703,11.7818,0.9864,1,2,9,1,59000,1300,3,9,9,9,R,R,R,R,9,9,9,9
17030034,201703,11.7818,0.9864,1,2,9,1,42000,1000,3,9,9,9,R,R,R,R,9,9,9,9
17030035,201703,11.7818,0.9864,1,2,9,1,50000,1100,3,9,9,9,I,I,I,I,9,9,9,9
17030036,201703,11.7818,0.9864,1,2,9,1,54000,1200,3,9,9,9,I,I,I,I,9,9,9,9
17030037,201703,11.7818,0.9864,1,2,9,1,59000,1200,3,9,9,9,R,R,R,R,9,9,9,9
17030038,201703,11.7818,0.9864,1,2,9,1,54000,1200,3,9,9,9,I,I,I,I,9,9,9,9
17030039,201703,11.7818,0.9864,2,2,2,1,44000,1100,3,3,3,1,R,R,R,R,R,R,R,R
17030040,201703,11.7818,0.9864,2,2,2,1,56000,1300,3,1,3,1,I,I,I,I,I,I,I,I
17030041,201703,11.7818,0.9864,2,2,3,1,39000,700,1,1,3,1,I,I,I,I,I,I,I,I
17030042,201703,11.7818,0.9864,2,2,3,1,9,1100,3,1,3,1,R,9,R,R,R,R,R,R
17030043,201703,11.7818,0.9864,2,2,2,1,40000,1200,3,1,3,1,R,R,R,R,R,R,R,R
17030044,201703,57.071400000000004,0.9864,2,2,2,1,60000,1300,3,3,3,1,R,R,R,R,R,R,R,R
17030045,201703,11.7818,0.9864,2,2,2,1,57000,1300,3,1,3,1,R,R,R,R,R,R,R,R
17030046,201703,11.7818,0.9864,2,2,2,1,40000,1200,3,1,3,1,R,R,R,R,R,R,R,R
17030047,201703,11.7818,0.9864,2,2,2,1,50000,1100,3,1,3,1,I,I,I,I,I,I,I,I
17030048,201703,11.7818,0.9864,2,2,2,1,40000,1200,3,1,3,1,R,R,R,R,R,R,R,R
17030049,201703,11.7818,0.9864,2,2,3,1,60000,1200,3,1,3,1,R,R,R,R,R,R,R,R
17030050,201703,11.7818,0.9864,2,2,2,1,58000,1200,3,1,2,1,R,R,R,R,R,R,R,R
17030051,201703,11.7818,0.9864,2,2,2,1,58000,1200,3,1,2,1,R,R,R,R,R,R,R,R
17030052,201703,11.7818,0.9864,2,2,2,1,9,1100,3,1,3,1,R,9,R,R,R,R,R,R
17030053,201703,11.7818,0.9864,2,2,2,1,43000,700,1,1,3,1,I,I,I,I,I,I,I,I
17030054,201703,11.7818,0.9864,2,2,3,1,40000,900,3,1,3,1,R,R,R,R,R,R,R,R
17030055,201703,10.3,0.9864,2,2,1,1,54000,1200,3,3,3,1,I,I,I,I,I,I,I,I
17030056,201703,11.7818,0.9864,2,2,2,1,51000,1100,3,1,3,1,I,I,I,I,I,I,I,I
17030057,201703,11.7818,0.9864,2,2,1,1,38000,1100,3,1,3,1,R,R,R,R,R,R,R,R
17030058,201703,11.7818,0.9864,2,2,2,1,58000,1300,3,1,3,1,R,R,R,R,R,R,R,R
17030059,201703,11.7818,0.9864,2,2,2,1,42000,1100,3,1,3,1,R,R,R,R,R,R,R,R
17030060,201703,11.7818,0.9864,2,2,2,1,54000,1200,3,1,1,9,I,I,I,I,I,I,I,I
17030061,201703,11.7818,0.9864,2,2,2,1,46000,900,3,1,1,9,I,I,I,I,I,I,I,I
17030062,201703,11.7818,0.9864,2,2,2,1,28600,1200,3,3,1,9,R,R,R,R,R,R,R,R
17030063,201703,11.7818,0.9864,2,2,2,1,54000,1200,3,1,1,9,I,I,I,I,I,I,I,I
