control,shipmonth,weight,wgtadj,status,region,titled,sections,price,sqft,bedrooms,location,foundation,secured,jstatus,jprice,jsqft,jbedroom,jtitle,jlocation,jfoundation,jsecured
17110551,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110552,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110553,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110554,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110555,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110556,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110557,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110558,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110559,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110560,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110561,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110562,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110563,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110564,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110565,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110566,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110567,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110568,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110569,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110570,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110571,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110572,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110573,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110574,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110575,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110576,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110577,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110578,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110579,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110580,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110581,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110582,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110583,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110584,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110585,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110586,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110587,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110588,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110589,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110590,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110591,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110592,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110593,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110594,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110595,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110596,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110597,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110598,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110599,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110600,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110601,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110602,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110603,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110604,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110605,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110606,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110607,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110608,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110609,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110610,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110611,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110612,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110613,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110614,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110615,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110616,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110617,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110618,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110619,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110620,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110621,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110622,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110623,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110624,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110625,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110626,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110627,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110628,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110629,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110630,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110631,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110632,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110633,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110634,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110635,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110636,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110637,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110638,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110639,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110640,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110641,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110642,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110643,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110644,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110645,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110646,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110647,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110648,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110649,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110650,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110651,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110652,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110653,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110654,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110655,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110656,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110657,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110658,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110659,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110660,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110661,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110662,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110663,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110664,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110665,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110666,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110667,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110668,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110669,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110670,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110671,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110672,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110673,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110674,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110675,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110676,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110677,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110678,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110679,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110680,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110681,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110682,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110683,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110684,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110685,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110686,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110687,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110688,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110689,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110690,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110691,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110692,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110693,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110694,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110695,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110696,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110697,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110698,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110699,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110700,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110701,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110702,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110703,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110704,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110705,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110706,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110707,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110708,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110709,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110710,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110711,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110712,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110713,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110714,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110715,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110716,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110717,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110718,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110719,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110720,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110721,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110722,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110723,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110724,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110725,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110726,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110727,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110728,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110729,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110730,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110731,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110732,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110733,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110734,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110735,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110736,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110737,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110738,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110739,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110740,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110741,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110742,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110743,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110744,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110745,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110746,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110747,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110748,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110749,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110750,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110751,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110752,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110753,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110754,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110755,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110756,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110757,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110758,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110759,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110760,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110761,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110762,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110763,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110764,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110765,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110766,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110767,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110768,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110769,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110770,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110771,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110772,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110773,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110774,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110775,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110776,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110777,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110778,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110779,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110780,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110781,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110782,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110783,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110784,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110785,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110786,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110787,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110788,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110789,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110790,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110791,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110792,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110793,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110794,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110795,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110796,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110797,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110798,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110799,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110800,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110801,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110802,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110803,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110804,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110805,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110806,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110807,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110808,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110809,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110810,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110811,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110812,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110813,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110814,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110815,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110816,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110817,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110818,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110819,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110820,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110821,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17110822,201711,1.0,0.981,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
